title,authors,arxiv_url,abstract
TORQUE: A Reading Comprehension Dataset of Temporal Ordering Questions,"['Qiang Ning', 'Hao Wu', 'Rujun Han', 'Nanyun Peng', 'Matt Gardner', 'Dan Roth']",http://arxiv.org/abs/2005.00242v2,"A critical part of reading is being able to understand the temporal relationships between events described in a passage of text, even when those relationships are not explicitly stated. However, current machine reading comprehension benchmarks have practically no questions that test temporal phenomena, so systems trained on these benchmarks have no capacity to answer questions such as ""what happened before/after [some event]?"" We introduce TORQUE, a new English reading comprehension benchmark built on 3.2k news snippets with 21k human-generated questions querying temporal relationships. Results show that RoBERTa-large achieves an exact-match score of 51% on the test set of TORQUE, about 30% behind human performance."
ToTTo: A Controlled Table-To-Text Generation Dataset,"['Ankur Parikh', 'Xuezhi Wang', 'Sebastian Gehrmann', 'Manaal Faruqui', 'Bhuwan Dhingra', 'Diyi Yang', 'Dipanjan Das']",,
Towards Debiasing NLU Models from Unknown Biases,"['Prasetya Ajie Utama', 'Nafise Sadat Moosavi', 'Iryna Gurevych']",http://arxiv.org/abs/2009.12303v2,"NLU models often exploit biases to achieve high dataset-specific performance without properly learning the intended task. Recently proposed debiasing methods are shown to be effective in mitigating this tendency. However, these methods rely on a major assumption that the types of bias should be \emph{known} a-priori, which limits their application to many NLU tasks and datasets. In this work, we present the first step to bridge this gap by introducing a self-debiasing framework that prevents models from mainly utilizing biases without knowing them in advance. The proposed framework is general and complementary to the existing debiasing methods. We show that it allows these existing methods to retain the improvement on the challenge datasets (i.e., sets of examples designed to expose models' reliance on biases) without specifically targeting certain biases. Furthermore, the evaluation suggests that applying the framework results in improved overall robustness."
Towards Detecting and Exploiting Disambiguation Biases in Neural Machine Translation,"['Denis Emelin', 'Ivan Titov', 'Rico Sennrich']",,
Towards Enhancing Faithfulness for Neural Machine Translation,"['Rongxiang Weng', 'Heng Yu', 'Xiangpeng Wei', 'Weihua Luo']",,
Towards Interpretable Reasoning over Paragraph Effects in Situation,"['Mucheng Ren', 'Xiubo Geng', 'Tao QIN', 'Heyan Huang', 'Daxin Jiang']",http://arxiv.org/abs/2010.01272v1,"We focus on the task of reasoning over paragraph effects in situation, which requires a model to understand the cause and effect described in a background paragraph, and apply the knowledge to a novel situation. Existing works ignore the complicated reasoning process and solve it with a one-step ""black box"" model. Inspired by human cognitive processes, in this paper we propose a sequential approach for this task which explicitly models each step of the reasoning process with neural network modules. In particular, five reasoning modules are designed and learned in an end-to-end manner, which leads to a more interpretable model. Experimental results on the ROPES dataset demonstrate the effectiveness and explainability of our proposed approach."
Towards Medical Machine Reading Comprehension with Structural Knowledge and Plain Text,"['Dongfang Li', 'Baotian Hu', 'Qingcai Chen', 'Weihua Peng', 'Anqi Wang']",,
Towards More Accurate Uncertainty Estimation In Text Classification,"['Jianfeng He', 'Xuchao Zhang', 'Shuo Lei', 'Zhiqian Chen', 'Fanglan Chen', 'Abdulaziz Alhamadani', 'Bei Xiao', 'ChangTien Lu']",,
Towards Persona-Based Empathetic Conversational Models,"['Peixiang Zhong', 'Chen Zhang', 'Hao Wang', 'Yong Liu', 'Chunyan Miao']",http://arxiv.org/abs/2004.12316v6,"Empathetic conversational models have been shown to improve user satisfaction and task outcomes in numerous domains. In Psychology, persona has been shown to be highly correlated to personality, which in turn influences empathy. In addition, our empirical analysis also suggests that persona plays an important role in empathetic conversations. To this end, we propose a new task towards persona-based empathetic conversations and present the first empirical study on the impact of persona on empathetic responding. Specifically, we first present a novel large-scale multi-domain dataset for persona-based empathetic conversations. We then propose CoBERT, an efficient BERT-based response selection model that obtains the state-of-the-art performance on our dataset. Finally, we conduct extensive experiments to investigate the impact of persona on empathetic responding. Notably, our results show that persona improves empathetic responding more when CoBERT is trained on empathetic conversations than non-empathetic ones, establishing an empirical link between persona and empathy in human conversations."
Training for Gibbs Sampling on Conditional Random Fields with Neural Scoring Factors,"['Sida Gao', 'Matthew R. Gormley']",,
Training Question Answering Models From Synthetic Data,"['Raul Puri', 'Ryan Spring', 'Mohammad Shoeybi', 'Mostofa Patwary', 'Bryan Catanzaro']",http://arxiv.org/abs/2002.09599v1,"Question and answer generation is a data augmentation method that aims to improve question answering (QA) models given the limited amount of human labeled data. However, a considerable gap remains between synthetic and human-generated question-answer pairs. This work aims to narrow this gap by taking advantage of large language models and explores several factors such as model size, quality of pretrained models, scale of data synthesized, and algorithmic choices. On the SQuAD1.1 question answering task, we achieve higher accuracy using solely synthetic questions and answers than when using the SQuAD1.1 training set questions alone. Removing access to real Wikipedia data, we synthesize questions and answers from a synthetic corpus generated by an 8.3 billion parameter GPT-2 model. With no access to human supervision and only access to other models, we are able to train state of the art question answering networks on entirely model-generated data that achieve 88.4 Exact Match (EM) and 93.9 F1 score on the SQuAD1.1 dev set. We further apply our methodology to SQuAD2.0 and show a 2.8 absolute gain on EM score compared to prior work using synthetic data."
Transformer Based Multi-Source Domain Adaptation,"['Dustin Wright', 'Isabelle Augenstein']",http://arxiv.org/abs/2009.07806v1,"In practical machine learning settings, the data on which a model must make predictions often come from a different distribution than the data it was trained on. Here, we investigate the problem of unsupervised multi-source domain adaptation, where a model is trained on labelled data from multiple source domains and must make predictions on a domain for which no labelled data has been seen. Prior work with CNNs and RNNs has demonstrated the benefit of mixture of experts, where the predictions of multiple domain expert classifiers are combined; as well as domain adversarial training, to induce a domain agnostic representation space. Inspired by this, we investigate how such methods can be effectively applied to large pretrained transformer models. We find that domain adversarial training has an effect on the learned representations of these models while having little effect on their performance, suggesting that large transformer-based models are already relatively robust across domains. Additionally, we show that mixture of experts leads to significant performance improvements by comparing several variants of mixing functions, including one novel mixture based on attention. Finally, we demonstrate that the predictions of large pretrained transformer based domain experts are highly homogenous, making it challenging to learn effective functions for mixing their predictions."
